-4.000000000000000000e+00,-4.000000000000000000e+00
-4.000000000000000000e+00,-3.111111164093017578e+00
-4.000000000000000000e+00,-2.222222328186035156e+00
-4.000000000000000000e+00,-1.333333253860473633e+00
-4.000000000000000000e+00,-4.444444179534912109e-01
-4.000000000000000000e+00,4.444444179534912109e-01
-4.000000000000000000e+00,1.333333253860473633e+00
-4.000000000000000000e+00,2.222222328186035156e+00
-4.000000000000000000e+00,3.111111164093017578e+00
-4.000000000000000000e+00,4.000000000000000000e+00
-3.111111164093017578e+00,-4.000000000000000000e+00
-3.111111164093017578e+00,-3.111111164093017578e+00
-3.111111164093017578e+00,-2.222222328186035156e+00
-3.111111164093017578e+00,-1.333333253860473633e+00
-3.111111164093017578e+00,-4.444444179534912109e-01
-3.111111164093017578e+00,4.444444179534912109e-01
-3.111111164093017578e+00,1.333333253860473633e+00
-3.111111164093017578e+00,2.222222328186035156e+00
-3.111111164093017578e+00,3.111111164093017578e+00
-3.111111164093017578e+00,4.000000000000000000e+00
-2.222222328186035156e+00,-4.000000000000000000e+00
-2.222222328186035156e+00,-3.111111164093017578e+00
-2.222222328186035156e+00,-2.222222328186035156e+00
-2.222222328186035156e+00,-1.333333253860473633e+00
-2.222222328186035156e+00,-4.444444179534912109e-01
-2.222222328186035156e+00,4.444444179534912109e-01
-2.222222328186035156e+00,1.333333253860473633e+00
-2.222222328186035156e+00,2.222222328186035156e+00
-2.222222328186035156e+00,3.111111164093017578e+00
-2.222222328186035156e+00,4.000000000000000000e+00
-1.333333253860473633e+00,-4.000000000000000000e+00
-1.333333253860473633e+00,-3.111111164093017578e+00
-1.333333253860473633e+00,-2.222222328186035156e+00
-1.333333253860473633e+00,-1.333333253860473633e+00
-1.333333253860473633e+00,-4.444444179534912109e-01
-1.333333253860473633e+00,4.444444179534912109e-01
-1.333333253860473633e+00,1.333333253860473633e+00
-1.333333253860473633e+00,2.222222328186035156e+00
-1.333333253860473633e+00,3.111111164093017578e+00
-1.333333253860473633e+00,4.000000000000000000e+00
-4.444444179534912109e-01,-4.000000000000000000e+00
-4.444444179534912109e-01,-3.111111164093017578e+00
-4.444444179534912109e-01,-2.222222328186035156e+00
-4.444444179534912109e-01,-1.333333253860473633e+00
-4.444444179534912109e-01,-4.444444179534912109e-01
-4.444444179534912109e-01,4.444444179534912109e-01
-4.444444179534912109e-01,1.333333253860473633e+00
-4.444444179534912109e-01,2.222222328186035156e+00
-4.444444179534912109e-01,3.111111164093017578e+00
-4.444444179534912109e-01,4.000000000000000000e+00
4.444444179534912109e-01,-4.000000000000000000e+00
4.444444179534912109e-01,-3.111111164093017578e+00
4.444444179534912109e-01,-2.222222328186035156e+00
4.444444179534912109e-01,-1.333333253860473633e+00
4.444444179534912109e-01,-4.444444179534912109e-01
4.444444179534912109e-01,4.444444179534912109e-01
4.444444179534912109e-01,1.333333253860473633e+00
4.444444179534912109e-01,2.222222328186035156e+00
4.444444179534912109e-01,3.111111164093017578e+00
4.444444179534912109e-01,4.000000000000000000e+00
1.333333253860473633e+00,-4.000000000000000000e+00
1.333333253860473633e+00,-3.111111164093017578e+00
1.333333253860473633e+00,-2.222222328186035156e+00
1.333333253860473633e+00,-1.333333253860473633e+00
1.333333253860473633e+00,-4.444444179534912109e-01
1.333333253860473633e+00,4.444444179534912109e-01
1.333333253860473633e+00,1.333333253860473633e+00
1.333333253860473633e+00,2.222222328186035156e+00
1.333333253860473633e+00,3.111111164093017578e+00
1.333333253860473633e+00,4.000000000000000000e+00
2.222222328186035156e+00,-4.000000000000000000e+00
2.222222328186035156e+00,-3.111111164093017578e+00
2.222222328186035156e+00,-2.222222328186035156e+00
2.222222328186035156e+00,-1.333333253860473633e+00
2.222222328186035156e+00,-4.444444179534912109e-01
2.222222328186035156e+00,4.444444179534912109e-01
2.222222328186035156e+00,1.333333253860473633e+00
2.222222328186035156e+00,2.222222328186035156e+00
2.222222328186035156e+00,3.111111164093017578e+00
2.222222328186035156e+00,4.000000000000000000e+00
3.111111164093017578e+00,-4.000000000000000000e+00
3.111111164093017578e+00,-3.111111164093017578e+00
3.111111164093017578e+00,-2.222222328186035156e+00
3.111111164093017578e+00,-1.333333253860473633e+00
3.111111164093017578e+00,-4.444444179534912109e-01
3.111111164093017578e+00,4.444444179534912109e-01
3.111111164093017578e+00,1.333333253860473633e+00
3.111111164093017578e+00,2.222222328186035156e+00
3.111111164093017578e+00,3.111111164093017578e+00
3.111111164093017578e+00,4.000000000000000000e+00
4.000000000000000000e+00,-4.000000000000000000e+00
4.000000000000000000e+00,-3.111111164093017578e+00
4.000000000000000000e+00,-2.222222328186035156e+00
4.000000000000000000e+00,-1.333333253860473633e+00
4.000000000000000000e+00,-4.444444179534912109e-01
4.000000000000000000e+00,4.444444179534912109e-01
4.000000000000000000e+00,1.333333253860473633e+00
4.000000000000000000e+00,2.222222328186035156e+00
4.000000000000000000e+00,3.111111164093017578e+00
4.000000000000000000e+00,4.000000000000000000e+00
